	res_adaptive	time_adaptive
0	(1.082595092755889-0.004794775626025538j)	0.35272908210754395
1	(1.2905428616649093-0.29383150723235185j)	0.40486788749694824
2	(1.4249053186050178-0.41149405490866603j)	0.3895101547241211
3	(1.5329897703915596-0.5028151639559847j)	0.432178258895874
4	(1.6323745186522525-0.5709196998469983j)	0.34438490867614746
5	(1.7300171490711849-0.6289843595177117j)	0.3536231517791748
6	(1.8207831603254274-0.6749117572514917j)	0.3201920986175537
7	(1.912063607678756-0.7087452994908706j)	0.3769669532775879
8	(1.9999358820115618-0.7370810942963308j)	0.31406474113464355
9	(2.0840786128911972-0.7551268063202472j)	0.3329579830169678
10	(2.1691314771351102-0.7677257680587445j)	0.32587385177612305
11	(2.250207223018327-0.7751056463694945j)	0.3149871826171875
12	(2.3314608309349225-0.7738740684532238j)	0.31368398666381836
13	(2.4119620352550077-0.7686998767476879j)	0.43836021423339844
14	(2.4885368999957422-0.7556930656809868j)	0.46855711936950684
15	(2.5649729569761326-0.7364171123905832j)	0.36727094650268555
16	(2.637048231108218-0.713468507459709j)	0.41646313667297363
17	(2.706337996715055-0.6834652033225584j)	0.34631896018981934
18	(2.7744192558142133-0.6504979756733327j)	0.34609317779541016
19	(2.8378301062096556-0.6126114270476447j)	0.31183576583862305
20	(2.9000583442972134-0.5687703599842993j)	0.3375999927520752
21	(2.958393350928994-0.5220947709373189j)	0.361130952835083
22	(3.0116627388758808-0.469314946299637j)	0.3724379539489746
23	(3.062805126511299-0.413356025698426j)	0.30402207374572754
24	(3.1076797277034296-0.35481119827729274j)	0.32840609550476074
25	(3.1492109226562044-0.2917249246816809j)	0.3153359889984131
26	(3.1870325654002807-0.22749388273539234j)	0.3120718002319336
27	(3.2195583871876585-0.15931588829394394j)	0.31720805168151855
28	(3.248130505424858-0.0882731300236208j)	0.3452169895172119
29	(3.270878010153275-0.016059910022287904j)	0.3139650821685791
30	(3.2882169494382754+0.05957126749858194j)	0.32483386993408203
31	(3.3012624734826908+0.1351550070005812j)	0.3281106948852539
32	(3.3075591057342058+0.21170167197369577j)	0.3101649284362793
33	(3.310147600225565+0.2897548042831801j)	0.31786608695983887
34	(3.3073208739231283+0.3668534570460913j)	0.34056591987609863
35	(3.298495784191245+0.4456737974701117j)	0.33422112464904785
