	res_adaptive	time_adaptive
0	(1.0677522397010473-0.059838998271274375j)	2.473888874053955
1	(1.2894149349492028-0.2947593308262687j)	0.7564480304718018
2	(1.4215169978420024-0.4142238451116562j)	0.9444711208343506
3	(1.5265171438160217-0.5080679607800753j)	0.6094582080841064
4	(1.6221420864168314-0.5794049012315762j)	0.5829658508300781
5	(1.7154618741700334-0.6414274776543377j)	0.5540380477905273
6	(1.8014406770569618-0.692062919591748j)	0.5833919048309326
7	(1.887562326748915-0.7313808165384725j)	0.545712947845459
8	(1.9699945785833026-0.7660017227025252j)	0.521693229675293
9	(2.0485056772575123-0.791154142317671j)	0.5354290008544922
10	(2.1278249371715425-0.8116974527440728j)	0.5540838241577148
11	(2.203155047938459-0.8278697543726351j)	0.5342388153076172
12	(2.2787412217979104-0.836282907736389j)	0.559777021408081
13	(2.353743513398145-0.8416033545676315j)	0.630836009979248
14	(2.425078066372591-0.8399317366244133j)	0.5801761150360107
15	(2.4966218341610116-0.8328150021609232j)	0.5818140506744385
16	(2.564241125678349-0.8228257930488233j)	0.5744118690490723
17	(2.6295978381303287-0.8065508221075931j)	0.6355080604553223
18	(2.694353381819433-0.7880422308191811j)	0.5979609489440918
19	(2.7551274756801925-0.7652986530413464j)	0.5768320560455322
20	(2.815486167532202-0.737231709494004j)	0.5907208919525146
21	(2.872793135132841-0.7069011820185023j)	0.6141979694366455
22	(2.926147651350037-0.670950264399579j)	0.603018045425415
23	(2.9779472987749593-0.632290831377724j)	0.5121409893035889
24	(3.0247159857537724-0.5913761543297733j)	0.532512903213501
25	(3.069229006591962-0.5461853462156422j)	0.5799322128295898
26	(3.111166333676064-0.5000243393723821j)	0.5928900241851807
27	(3.148520643716645-0.4500516247968723j)	0.5241711139678955
28	(3.184045414308031-0.39708079878479496j)	0.5452349185943604
29	(3.2145130580055175-0.3428713233592794j)	0.5397119522094727
30	(3.240814603580412-0.2850127811330943j)	0.5389750003814697
31	(3.2640715028343177-0.2268614318074762j)	0.5528361797332764
32	(3.2818256451058403-0.1672959914671936j)	0.5425300598144531
33	(3.297106004324086-0.10566091297076968j)	0.505134105682373
34	(3.3081844150965773-0.044304774185466855j)	0.5417499542236328
35	(3.3144472498100215+0.019560586662439594j)	0.5411038398742676
36	(3.317702549747494+0.08375136538272487j)	0.4966437816619873
37	(3.3150118038759024+0.147779431982119j)	0.5073761940002441
38	(3.30853620192174+0.21297880752046056j)	0.497830867767334
39	(3.298205998936082+0.276340967936727j)	0.5802249908447266
40	(3.282720935838197+0.33998184342541854j)	0.578772783279419
41	(3.2646864800770956+0.4032835110581714j)	0.5214498043060303
42	(3.2416362539060426+0.46495153805726575j)	0.5524642467498779
43	(3.2142855206902436+0.5271147271827356j)	0.5477471351623535
44	(3.1834882337589874+0.5869303443684275j)	0.5059289932250977
45	(3.1471812415139966+0.6450992827038331j)	0.5405020713806152
46	(3.1079011636864062+0.7018770741373399j)	0.510016918182373
47	(3.065186034741936+0.7552706814916935j)	0.4949498176574707
48	(3.018245507475761+0.8075852449584731j)	0.5103759765625
49	(2.9690602049928763+0.857219431698148j)	0.5566987991333008
50	(2.915152668449183+0.9039267331520657j)	0.4979240894317627
51	(2.8583192355850615+0.9488847019945945j)	0.5382051467895508
52	(2.798530296498205+0.989360978218532j)	0.5719327926635742
53	(2.734851871359789+1.0269990347270535j)	0.5466499328613281
54	(2.669894895356931+1.0612059644931033j)	0.5461621284484863
55	(2.6018777416470207+1.0909745521001168j)	0.5251860618591309
56	(2.5316423527525758+1.118425214872889j)	0.48372411727905273
57	(2.4599896707082767+1.1413183748686384j)	0.48636412620544434
58	(2.3850561512896284+1.160365163961477j)	0.5027446746826172
59	(2.309261604983543+1.1757838299343468j)	0.5676448345184326
60	(2.231817837535418+1.1855962586074704j)	0.5007081031799316
61	(2.1528796636585756+1.1919566685717962j)	0.5323851108551025
62	(2.074342686203664+1.1935914723771006j)	0.5467162132263184
63	(1.9942032230541145+1.1905839759708456j)	0.5534670352935791
64	(1.914076474128613+1.184288463086422j)	0.5479421615600586
65	(1.83386415306438+1.1724376068797362j)	0.5385568141937256
66	(1.752688829517511+1.1565157061297673j)	0.5423600673675537
67	(1.6729960340911143+1.1359629063566246j)	0.5373539924621582
68	(1.593429937084539+1.1099217355560356j)	0.5336840152740479
69	(1.5146650687750014+1.080408405293728j)	0.541018009185791
70	(1.4385686230609016+1.0460720236304901j)	0.5919289588928223
71	(1.3624287507095136+1.0075647590379897j)	0.5547139644622803
72	(1.2886305426668556+0.9654111634476491j)	0.5947158336639404
73	(1.2163628155546888+0.917884328594315j)	0.5660529136657715
74	(1.1457888285640982+0.8669394261191508j)	0.5933139324188232
75	(1.0787876772041936+0.8115012963032566j)	0.5223979949951172
76	(1.0138940132584071+0.7520438402181056j)	0.5969340801239014
77	(0.9521082060810009+0.6896215285753131j)	0.572683572769165
78	(0.8937881102493126+0.6230432219576534j)	0.5468630790710449
79	(0.837751612559803+0.5537113544228476j)	0.6998207569122314
80	(0.7857423577711122+0.4812877105247837j)	0.8996329307556152
81	(0.7374063461622634+0.4047342950188056j)	0.6485550403594971
82	(0.6927887418931763+0.3263276365376828j)	0.5156638622283936
83	(0.6530957096821877+0.24465756536806263j)	0.6289467811584473
84	(0.6167501067004998+0.1609353130709803j)	0.5535738468170166
85	(0.5854775502209418+0.07587130817246548j)	0.6744611263275146
86	(0.5582700135245753-0.011915404349913117j)	0.49234724044799805
87	(0.535023996596846-0.10056277500563829j)	0.48923492431640625
88	(0.5173393270518264-0.19107250849184595j)	0.49532294273376465
89	(0.5036863998237975-0.2831425778193305j)	0.5503642559051514
90	(0.4955005982063554-0.3751484309767241j)	0.5019261837005615
91	(0.49255535033600095-0.4684144584923202j)	0.5159847736358643
92	(0.4937061468660161-0.561211251143161j)	0.49664998054504395
93	(0.5005428509164317-0.6537683962679675j)	0.49286675453186035
94	(0.5115619363160141-0.7467944563764037j)	0.5271680355072021
95	(0.5274791613940023-0.838485079762434j)	0.5539772510528564
96	(0.5490555926328007-0.93009927407629j)	0.5348951816558838
97	(0.5747916107507829-1.0204302934189737j)	0.5263421535491943
98	(0.6061846096641512-1.1086243866822658j)	0.5247001647949219
