	Famp	Fphase
0	1.0007854983890578	-0.003914301796353496
1	1.016539830330715	-0.05024050619381215
2	1.0323702465117437	-0.08437343670578634
3	1.0482727246345593	-0.11341761740378073
4	1.0642432175433023	-0.13912836489990177
5	1.0802776594352668	-0.16235348932251878
6	1.0963719720629674	-0.1835969786887099
7	1.1125220709051677	-0.20319410889602488
8	1.1287238712855234	-0.2213845457045413
9	1.1449732944180124	-0.23834844268774294
10	1.161266273358916	-0.25422636118351
11	1.177598758845877	-0.2691311753273537
12	1.1939667250053696	-0.2831556295121281
13	1.2103661749109023	-0.2963773686853482
14	1.2267931459752808	-0.3088624170756618
15	1.2432437151613913	-0.32066766104885625
16	1.2597140039971693	-0.3318426687754528
17	1.2762001833816403	-0.3424310543115126
18	1.2926984781702544	-0.3524715202735541
19	1.3092051715290491	-0.3619986684901201
20	1.325716609048555	-0.3710436397514767
21	1.342229202609746	-0.3796346254250332
22	1.3587394339956307	-0.3877972814759487
23	1.375243858243696	-0.3955550670990012
24	1.3917391067353824	-0.40292952437260193
25	1.4082218900205148	-0.4099405112419499
26	1.4246890003756245	-0.416606397183941
27	1.4411373140964245	-0.42294422874772025
28	1.457563793526001	-0.4289698705657463
29	1.473965488821201	-0.43469812623096343
30	1.4903395394610464	-0.44014284252585256
31	1.506683175501742	-0.4453169997915341
32	1.5229937185839975	-0.4502327906849542
33	1.5392685826990324	-0.45490168915017115
34	1.5555052747207123	-0.4593345110971816
35	1.571701394711505	-0.463541468017595
36	1.5878546360110932	-0.4675322145551375
37	1.6039627851165525	-0.4713158908786757
38	1.6200237213637463	-0.47490116056737885
39	1.6360354164199196	-0.47829624460498354
40	1.6519959335976138	-0.48150895198767596
41	1.6679034270004982	-0.4845467073738377
42	1.6837561405116885	-0.4874165761406613
43	1.699552406635233	-0.4901252871599299
44	1.7152906452016656	-0.4926792535611664
45	1.7309693619481266	-0.49508459171324765
46	1.746587146983902	-0.4973471386243119
47	1.7621426731516834	-0.49947246793323613
48	1.7776346942949874	-0.5014659046434435
49	1.7930620434417586	-0.5033325387305239
50	1.8084236309139734	-0.5050772377386991
51	1.8237184423727943	-0.5067046584670107
52	1.8389455368083805	-0.5082192578339156
53	1.8541040444833536	-0.5096253029984643
54	1.8691931648382392	-0.5109268808071192
55	1.8842121643670415	-0.5121279066273534
56	1.8991603744706116	-0.5132321326222938
57	1.9140371892951216	-0.5142431555146753
58	1.9288420635624492	-0.5151644238831083
59	1.943574510398966	-0.5159992450290832
60	1.9582340991686569	-0.5167507914490899
61	1.9728204533163465	-0.5174221069427016
62	1.9873332482259953	-0.518016112384326
63	2.001772209099027	-0.5185356111835897
64	2.0161371088570337	-0.5189832944568809
65	2.0304277660727807	-0.5193617459304144
66	2.0446440429331783	-0.5196734465932812
67	2.058785843237571	-0.5199207791172247
68	2.0728531104340697	-0.5201060320584108
