	res_adaptive	time_adaptive
0	(1.0600148032973877+0.04497365641837297j)	0.2968430519104004
1	(1.099997740864234-0.18741341699451425j)	0.27756810188293457
2	(1.1676151106103159-0.2802313846270909j)	0.28488683700561523
3	(1.2436100676058426-0.35868028150661607j)	0.30966973304748535
4	(1.3153188770411213-0.42520091359358225j)	0.2811720371246338
5	(1.3866273017408943-0.4754897030724234j)	0.2791717052459717
6	(1.460488155122323-0.5191604750826994j)	0.29057979583740234
7	(1.5310682455735516-0.5549109048982197j)	0.28038573265075684
8	(1.6048619354821612-0.5809815955192823j)	0.27950525283813477
9	(1.6795698918805824-0.6026049989103817j)	0.2828938961029053
10	(1.7527058684338936-0.6142487941466988j)	0.28185200691223145
11	(1.8280599239730302-0.6181477764499639j)	0.28565382957458496
12	(1.9000029360508168-0.6165326881301118j)	0.2801249027252197
13	(1.97011324691739-0.6059105678198637j)	0.2854771614074707
14	(2.0398138240952215-0.5912358431412259j)	0.31792521476745605
15	(2.105064025955234-0.5696428683774034j)	0.3695030212402344
16	(2.1702460171471096-0.5429234193732845j)	0.33853888511657715
17	(2.232279079972953-0.5114127655059891j)	0.2862362861633301
18	(2.2893867400252934-0.47267165725369886j)	0.28014707565307617
19	(2.3443105846887238-0.42927824335837095j)	0.28293395042419434
20	(2.393216289993704-0.38306759050423067j)	0.2827188968658447
21	(2.4380683407613017-0.3314769022708822j)	0.2797551155090332
22	(2.4799122634210593-0.2781916194151828j)	0.27993130683898926
23	(2.5168786612749585-0.22129469744216612j)	0.30940699577331543
24	(2.5482096328701678-0.1605261316238067j)	0.27849769592285156
25	(2.575286327880521-0.0987904290301943j)	0.2851748466491699
26	(2.59595962871135-0.033769467793023034j)	0.2834320068359375
27	(2.6130188961876497+0.03202805076670895j)	0.284926176071167
28	(2.6237303988208303+0.09755647708336923j)	0.28237104415893555
29	(2.6319339288371904+0.16519243935804317j)	0.290693998336792
30	(2.6327099963038556+0.23200711594616158j)	0.28856897354125977
31	(2.629041335926481+0.2995271190983829j)	0.28137707710266113
32	(2.621123717711672+0.3676277675881277j)	0.281937837600708
33	(2.6078902375813695+0.433449563896673j)	0.28148412704467773
34	(2.5891432590373737+0.49922277381576297j)	0.2819199562072754
35	(2.5674794438561084+0.5629457469194743j)	0.27870702743530273
36	(2.5404769488457486+0.624327411111504j)	0.28046488761901855
37	(2.509887117878806+0.685474871779542j)	0.28841185569763184
38	(2.47579096968763+0.7435307910426074j)	0.2801048755645752
39	(2.4361373519904497+0.7997657838331896j)	0.2798798084259033
40	(2.393742225138237+0.8538052245726983j)	0.2822442054748535
41	(2.3473434295494364+0.9033672924656134j)	0.28405308723449707
42	(2.2973165894745105+0.9508981167394489j)	0.2824828624725342
43	(2.245772190793349+0.9947757174584781j)	0.3408348560333252
44	(2.190267557038734+1.034989821727178j)	0.281893253326416
45	(2.132467193411177+1.07309850634146j)	0.28046298027038574
46	(2.0724660324625677+1.106287075353944j)	0.27805399894714355
47	(2.008949831608664+1.1358754382875649j)	0.29113006591796875
48	(1.9448142008731792+1.1616291178453158j)	0.2821962833404541
49	(1.8788194888047087+1.1820218536737785j)	0.28271484375
50	(1.8113143317638876+1.1995567828450704j)	0.2793159484863281
51	(1.7438716680233495+1.2125963682861918j)	0.35471487045288086
52	(1.6742493373333158+1.221134077749216j)	0.3313450813293457
53	(1.6043681657598603+1.2263449413678784j)	0.352036714553833
54	(1.5344801306914329+1.2257891476841967j)	0.3633549213409424
55	(1.4637159436850025+1.2211880371363026j)	0.5532417297363281
56	(1.394663444248921+1.2125387263392118j)	0.4718790054321289
57	(1.3257955366385084+1.1987684350177203j)	0.55076003074646
58	(1.2574181335000474+1.182119195621731j)	0.5260708332061768
59	(1.1908800502005321+1.1607949699566806j)	0.49410414695739746
60	(1.124370216622975+1.1349443506433425j)	0.36643099784851074
61	(1.0600488523563096+1.1057553959735724j)	0.41247081756591797
62	(0.9980334744609923+1.0713828225683601j)	0.40461015701293945
63	(0.9374568967277475+1.0338850399470358j)	0.3916950225830078
64	(0.8804088369744575+0.99318496237027j)	0.41483092308044434
65	(0.8251732079840244+0.94832196502208j)	0.42697787284851074
66	(0.7722616049339626+0.9012272905234245j)	0.34795713424682617
67	(0.7206988887850657+0.8494445695208992j)	0.35489606857299805
68	(0.6759340531623477+0.7957420335308196j)	0.3509538173675537
69	(0.6330406680019277+0.7392889926025632j)	0.3408992290496826
70	(0.5940075326587546+0.6793754751055504j)	0.37453484535217285
71	(0.557830794312415+0.6180294021250708j)	0.331467866897583
72	(0.5262871015742426+0.5548713762340993j)	0.37961530685424805
73	(0.4977521210612358+0.4890151542653044j)	0.380465030670166
74	(0.4730565359202215+0.4223456498472539j)	0.37189197540283203
75	(0.453306705015419+0.35342524861315905j)	0.3853480815887451
76	(0.43698932673042784+0.28330128421305356j)	0.3674790859222412
77	(0.42574340724522325+0.2132454866913649j)	0.3945479393005371
78	(0.4187807918022728+0.14184082530651335j)	0.4574100971221924
79	(0.41519396550783183+0.07088602573185393j)	0.49936580657958984
80	(0.4167030645682445-0.000225287104210381j)	0.40785717964172363
81	(0.42181404498646047-0.07205611102877468j)	0.361469030380249
82	(0.4313888459129745-0.1426181505429645j)	0.3540968894958496
83	(0.44612596807141097-0.2131000240799918j)	0.442554235458374
84	(0.46421346288606957-0.2823763392581051j)	0.35251474380493164
85	(0.4870307206978861-0.3495570641345296j)	0.353682279586792
86	(0.5136424295854175-0.4161543353991656j)	0.37729477882385254
87	(0.5440891717599065-0.4802147299131211j)	0.36588621139526367
88	(0.578012191148584-0.5431323777495473j)	0.4620532989501953
89	(0.6160666373755888-0.6041708312683355j)	0.357896089553833
90	(0.6574770991877066-0.6619744108071597j)	0.36980199813842773
91	(0.7031758297007107-0.717529429597133j)	0.34561586380004883
92	(0.7510678714258735-0.7699892437024888j)	0.35540103912353516
93	(0.8025321439969186-0.8188908366656493j)	0.360684871673584
94	(0.8566678013865223-0.8656670965520173j)	0.37305307388305664
95	(0.9130466701614556-0.9085359303096167j)	0.35157322883605957
96	(0.9729967180282713-0.9480321359009518j)	0.5043821334838867
97	(1.0346340710418644-0.9842129380752311j)	0.3905150890350342
98	(1.0984137688807816-1.0155056729410081j)	0.3429250717163086
99	(1.1642986110840547-1.043494881175055j)	0.37010788917541504
100	(1.2306903021457458-1.067379552693633j)	0.35471606254577637
101	(1.2990745790782667-1.0868764234325339j)	0.34524106979370117
102	(1.3684748305932166-1.1031826295627063j)	0.3598899841308594
103	(1.438407820041189-1.1144843592693494j)	0.5821762084960938
104	(1.509813960243111-1.1215282690991306j)	0.45694589614868164
105	(1.5806705342916638-1.1245168871147793j)	0.3130490779876709
106	(1.651556263336103-1.1223334541341077j)	0.29511594772338867
107	(1.7224667177847715-1.1167200141182667j)	0.30171680450439453
108	(1.7920901833883696-1.1067927974228062j)	0.3846127986907959
109	(1.8618554886662273-1.0923101551748853j)	0.37546873092651367
110	(1.9305353357431954-1.0743584159009905j)	0.31346797943115234
111	(1.9975997636817364-1.0513477553465327j)	0.3427767753601074
112	(2.0637887832360455-1.0244225530142146j)	0.34888291358947754
113	(2.127278358930538-0.9939490513586581j)	0.319195032119751
114	(2.1889542379628053-0.9590568154529555j)	0.32938599586486816
115	(2.2488292913038284-0.9213929946810627j)	0.3264429569244385
116	(2.305692516662549-0.8799262989593373j)	0.3413078784942627
117	(2.360789281898141-0.8346164727512099j)	0.30137109756469727
118	(2.412701775471142-0.7866277656237113j)	0.45514893531799316
119	(2.4610762546194467-0.7346007016153311j)	0.3230609893798828
120	(2.5068316878550245-0.6804283895246592j)	0.28980422019958496
121	(2.5483964019626324-0.6239161941259574j)	0.321810245513916
122	(2.586878636423196-0.5643805215007579j)	0.29973602294921875
123	(2.6221307543123897-0.5033380277888237j)	0.2951211929321289
124	(2.654131877536085-0.44022284344210183j)	0.40926694869995117
125	(2.6805238872313915-0.37406290585528024j)	0.32061004638671875
126	(2.7034221550853865-0.3077388611603571j)	0.30165696144104004
127	(2.7220550670284727-0.2389757481281094j)	0.31636500358581543
128	(2.7371043866571982-0.17001384684838916j)	0.335284948348999
129	(2.747344941509972-0.1005895805071455j)	0.31975603103637695
130	(2.7538778690084817-0.02993157874085073j)	0.29480910301208496
131	(2.756321331027833+0.040463826763724065j)	0.30330705642700195
132	(2.753705212169904+0.11135611122715594j)	0.32186102867126465
133	(2.7473554139129748+0.18213802767886378j)	0.331575870513916
134	(2.7362479106843054+0.25159455546640785j)	0.3039710521697998
135	(2.7208299538046004+0.320840041682537j)	0.30237388610839844
136	(2.7020411919656624+0.38859264707619046j)	0.2936129570007324
137	(2.678554493455223+0.45502384556682096j)	0.3016839027404785
138	(2.6514662385165932+0.520728039022426j)	0.30435991287231445
139	(2.6204365005625436+0.5840074969119894j)	0.2913689613342285
140	(2.584849365666838+0.6456439208559226j)	0.31063199043273926
141	(2.546281726521577+0.7049822831318585j)	0.3030710220336914
142	(2.503864317646334+0.7611499442644588j)	0.31723713874816895
143	(2.458159401954377+0.8154014612791962j)	0.30718111991882324
144	(2.409912835936492+0.8664866675104389j)	0.3115050792694092
145	(2.357850160968919+0.9146096825166896j)	0.29236292839050293
146	(2.303250204057842+0.960108575589439j)	0.3058640956878662
147	(2.2459462467848175+1.0013893913701464j)	0.31452226638793945
148	(2.1856867459190155+1.0394153418992094j)	0.3028452396392822
149	(2.1243894764807703+1.0739536249776904j)	0.3066399097442627
150	(2.0601982660265343+1.1037366166497753j)	0.30205273628234863
151	(1.994568777218783+1.1307275299733297j)	0.29659295082092285
152	(1.9278515838594272+1.1533332939533707j)	0.420011043548584
153	(1.8589996232285113+1.171815896257584j)	0.30034613609313965
154	(1.78954525126553+1.1864828095927935j)	0.33168983459472656
155	(1.7194041171990648+1.1960660931609688j)	0.2906649112701416
156	(1.6484445774673693+1.2018525892887364j)	0.3029289245605469
157	(1.5782280989038686+1.2035725174714236j)	0.29562807083129883
158	(1.5072147538275884+1.2004382203560464j)	0.29541993141174316
159	(1.4365248072290127+1.1939364939402244j)	0.2890927791595459
160	(1.36668647652057+1.182600549902029j)	0.29320287704467773
161	(1.2976470937142903+1.1670338060261625j)	0.2993588447570801
162	(1.228829258002441+1.1474376751407578j)	0.29224491119384766
163	(1.1621452120264548+1.1231752726816813j)	0.2897641658782959
164	(1.0966620348038651+1.0955816022083973j)	0.2954540252685547
165	(1.0335820907212188+1.0641666970109613j)	0.29110002517700195
166	(0.97182900454492+1.0285906207630477j)	0.3129539489746094
